almacen,estante,columna,nivel,categoria_ubicacion
COL,FFF,082,500,TB
COL,FFF,082,600,TTP
COL,FFF,083,100,TTP
COL,FFF,083,200,TB
COL,FFF,083,300,TTP
COL,FFF,083,400,TTP
COL,FFF,083,500,TTP
COL,FFF,083,600,TTP
COL,FFF,084,100,TTP
COL,FFF,084,200,TTP
COL,FFF,084,300,TTP
COL,FFF,084,400,TTP
COL,FFF,084,500,TTP
COL,FFF,084,600,TTP
COL,FFF,085,100,
COL,FFF,085,200,TTP
COL,FFF,085,300,BSO
COL,FFF,085,400,BSO
COL,FFF,085,500,TTP
COL,FFF,085,600,TTP
COL,FFF,086,100,MWA
COL,FFF,086,200,TTP
COL,FFF,086,300,TTP
COL,FFF,086,400,TB
COL,FFF,086,500,TTP
COL,FFF,086,600,MWA
COL,GGG,001,100,TTP
COL,GGG,001,200,TTP
COL,GGG,001,300,DEO
COL,GGG,001,400,TB
COL,GGG,001,500,DEO
COL,GGG,002,100,TTP
COL,GGG,002,200,MWA
COL,GGG,002,300,TB
COL,GGG,002,400,MWA
COL,GGG,002,500,TTP
COL,GGG,003,100,TTP
COL,GGG,003,200,TTP
COL,GGG,003,300,TTP
COL,GGG,003,400,TTP
COL,GGG,003,500,TB
COL,GGG,004,100,TTP
COL,GGG,004,200,
COL,GGG,004,300,TTP
COL,GGG,004,400,TTP
COL,GGG,004,500,TTP
COL,GGG,005,100,TTP
COL,GGG,005,200,TTP
COL,GGG,005,300,TTP
COL,GGG,005,400,TTP
COL,GGG,005,500,
COL,GGG,006,100,MWA
COL,GGG,006,200,MWA
COL,GGG,006,300,TTP
COL,GGG,006,400,TTP
COL,GGG,006,500,MWA
COL,GGG,007,100,TTP
COL,GGG,007,200,TB
COL,GGG,007,300,MWA
COL,GGG,007,400,TTP
COL,GGG,007,500,TTP
COL,GGG,008,100,
COL,GGG,008,200,TTP
COL,GGG,008,300,DEO
COL,GGG,008,400,MWA
COL,GGG,008,500,TTP
COL,GGG,009,100,MWA
COL,GGG,009,200,MWA
COL,GGG,009,300,TTP
COL,GGG,009,400,BSO
COL,GGG,009,500,DEO
COL,GGG,010,100,MWA
COL,GGG,010,200,TTP
COL,GGG,010,300,
COL,GGG,010,400,TTP
COL,GGG,010,500,TB
COL,GGG,011,100,BSO
COL,GGG,011,200,TTP
COL,GGG,011,300,TTP
COL,GGG,011,400,MWA
COL,GGG,011,500,TTP
COL,GGG,012,100,INT
COL,GGG,012,200,TTP
COL,GGG,012,300,DEO
COL,GGG,012,400,TTP
COL,GGG,012,500,TB
COL,GGG,013,100,TTP
COL,GGG,013,200,TTP
COL,GGG,013,300,TB
COL,GGG,013,400,TB
COL,GGG,013,500,TTP
COL,GGG,014,100,TTP
COL,GGG,014,200,DEO
COL,GGG,014,300,TB
COL,GGG,014,400,DEO
COL,GGG,014,500,DEO
COL,GGG,015,100,TTP
COL,GGG,015,200,TTP
COL,GGG,015,300,TTP
COL,GGG,015,400,
COL,GGG,015,500,TTP
COL,GGG,016,100,TTP
COL,GGG,016,200,TTP
COL,GGG,016,300,TTP
COL,GGG,016,400,TTP
COL,GGG,016,500,DEO
COL,GGG,017,100,TTP
COL,GGG,017,200,TB
COL,GGG,017,300,DEO
COL,GGG,017,400,TB
COL,GGG,017,500,TB
COL,GGG,018,100,TTP
COL,GGG,018,200,TTP
COL,GGG,018,300,DEO
COL,GGG,018,400,TB
COL,GGG,018,500,DEO
COL,GGG,019,100,BWA
COL,GGG,019,200,TTP
COL,GGG,019,300,TTP
COL,GGG,019,400,
COL,GGG,019,500,TTP
COL,GGG,020,100,TTP
COL,GGG,020,200,TTP
COL,GGG,020,300,TTP
COL,GGG,020,400,TTP
COL,GGG,020,500,TTP
COL,GGG,021,100,001
COL,GGG,021,200,TB
COL,GGG,021,300,TB
COL,GGG,021,400,TTP
COL,GGG,021,500,TB
COL,GGG,021,600,TB
COL,GGG,022,100,TTP
COL,GGG,022,200,DEO
COL,GGG,022,300,DEO
COL,GGG,022,400,DEO
COL,GGG,022,500,TB
COL,GGG,022,600,TTP
COL,GGG,023,100,DEO
COL,GGG,023,200,TB
COL,GGG,023,300,DEO
COL,GGG,023,400,TTP
COL,GGG,023,500,DEO
COL,GGG,023,600,TTP
COL,GGG,024,100,DEO
COL,GGG,024,200,TB
COL,GGG,024,300,TB
COL,GGG,024,400,TTP
COL,GGG,024,500,TB
COL,GGG,024,600,
COL,GGG,025,100,TTP
COL,GGG,025,200,TTP
COL,GGG,025,300,DEO
COL,GGG,025,400,TTP
COL,GGG,025,500,TTP
COL,GGG,025,600,
COL,GGG,026,100,BSO
COL,GGG,026,200,DEO
COL,GGG,026,300,TTP
COL,GGG,026,400,DEO
COL,GGG,026,500,TB
COL,GGG,026,600,TB
COL,GGG,027,100,INT
COL,GGG,027,200,TB
COL,GGG,027,300,MWA
COL,GGG,027,400,DEO
COL,GGG,027,500,001
COL,GGG,027,600,
COL,GGG,028,100,TTP
COL,GGG,028,200,TTP
COL,GGG,028,300,TTP
COL,GGG,028,400,
COL,GGG,028,500,TTP
COL,GGG,028,600,TB
COL,GGG,029,100,TTP
COL,GGG,029,200,TTP
COL,GGG,029,300,MWA
COL,GGG,029,400,DEO
COL,GGG,029,500,
COL,GGG,029,600,MWA
COL,GGG,030,100,DEO
COL,GGG,030,200,TTP
COL,GGG,030,300,TTP
COL,GGG,030,400,TB
COL,GGG,030,500,TTP
COL,GGG,030,600,TB
COL,GGG,031,100,001
COL,GGG,031,200,TTP
COL,GGG,031,300,TB
COL,GGG,031,400,TTP
COL,GGG,031,500,DEO
COL,GGG,031,600,
COL,GGG,032,100,TTP
COL,GGG,032,200,DEO
COL,GGG,032,300,TTP
COL,GGG,032,400,
COL,GGG,032,500,001
COL,GGG,032,600,TB
COL,GGG,033,100,BWA
COL,GGG,033,200,TTP
COL,GGG,033,300,TB
COL,GGG,033,400,DEO
COL,GGG,033,500,TTP
COL,GGG,033,600,TB
COL,GGG,034,100,TTP
COL,GGG,034,200,TB
COL,GGG,034,300,TTP
COL,GGG,034,400,TB
COL,GGG,034,500,
COL,GGG,034,600,TTP
COL,GGG,035,100,TTP
COL,GGG,035,200,TTP
COL,GGG,035,300,BSO
COL,GGG,035,400,TTP
COL,GGG,035,500,MWA
COL,GGG,035,600,TB
COL,GGG,036,100,TTP
COL,GGG,036,200,
COL,GGG,036,300,TB
COL,GGG,036,400,001
COL,GGG,036,500,TTP
COL,GGG,036,600,TB
COL,GGG,037,400,
COL,GGG,037,500,TTP
COL,GGG,037,600,BSO
COL,GGG,038,400,TB
COL,GGG,038,500,TB
COL,GGG,038,600,TB
COL,GGG,039,400,DEO
COL,GGG,039,500,MWA
COL,GGG,039,600,TB
COL,GGG,040,400,TB
COL,GGG,040,500,TTP
COL,GGG,040,600,TTP
COL,GGG,041,400,TB
COL,GGG,041,500,001
COL,GGG,041,600,BSO
COL,GGG,042,400,
COL,GGG,042,500,001
COL,GGG,042,600,TTP
COL,GGG,043,100,TTP
COL,GGG,043,200,TTP
COL,GGG,043,300,TTP
COL,GGG,043,400,TB
COL,GGG,043,500,DEO
COL,GGG,043,600,TTP
COL,GGG,044,100,TB
COL,GGG,044,200,BSO
COL,GGG,044,300,
COL,GGG,044,400,MWA
COL,GGG,044,500,
COL,GGG,044,600,TB
COL,GGG,045,100,TTP
COL,GGG,045,200,LHW
COL,GGG,045,300,TB
COL,GGG,045,400,TTP
COL,GGG,045,500,TB
COL,GGG,045,600,TTP
COL,GGG,046,100,TTP
COL,GGG,046,200,TB
COL,GGG,046,300,TTP
COL,GGG,046,500,TTP
COL,GGG,046,600,TTP
COL,GGG,047,100,TTP
COL,GGG,047,200,TTP
COL,GGG,047,300,TB
COL,GGG,047,400,TB
COL,GGG,047,500,TTP
COL,GGG,047,600,TB
COL,GGG,048,100,
COL,GGG,048,200,BSO
COL,GGG,048,300,TTP
COL,GGG,048,400,TTP
COL,GGG,048,500,TTP
COL,GGG,048,600,TTP
COL,GGG,049,100,TTP
COL,GGG,049,200,BSO
COL,GGG,049,300,TTP
COL,GGG,049,400,TTP
COL,GGG,049,500,TTP
COL,GGG,049,600,TTP
COL,GGG,050,100,BSO
COL,GGG,050,200,DEO
COL,GGG,050,300,MWA
COL,GGG,050,400,TB
COL,GGG,050,500,TTP
COL,GGG,050,600,TTP
COL,GGG,051,100,TTP
COL,GGG,051,200,TTP
COL,GGG,051,300,TTP
COL,GGG,051,400,TTP
COL,GGG,051,500,TTP
COL,GGG,051,600,MWA
COL,GGG,052,100,MWA
COL,GGG,052,200,TB
COL,GGG,052,300,TB
COL,GGG,052,400,TTP
COL,GGG,052,500,TB
COL,GGG,052,600,TTP
COL,GGG,053,100,TTP
COL,GGG,053,200,TTP
COL,GGG,053,300,BSO
COL,GGG,053,400,TTP
COL,GGG,053,500,TB
COL,GGG,053,600,TTP
COL,GGG,054,100,TTP
COL,GGG,054,200,INT
COL,GGG,054,300,BSO
COL,GGG,054,400,TTP
COL,GGG,054,500,TTP
COL,GGG,054,600,TTP
COL,GGG,055,100,TTP
COL,GGG,055,200,TTP
COL,GGG,055,300,TTP
COL,GGG,055,400,TB
COL,GGG,055,500,TTP
COL,GGG,055,600,TB
COL,GGG,056,100,INT
COL,GGG,056,200,
COL,GGG,056,300,TTP
COL,GGG,056,400,TTP
COL,GGG,056,500,TB
COL,GGG,056,600,MWA
COL,GGG,057,100,TTP
COL,GGG,057,200,BSO
COL,GGG,057,300,LHW
COL,GGG,057,400,TTP
COL,GGG,057,500,
COL,GGG,057,600,TTP
COL,GGG,058,100,TTP
COL,GGG,058,200,MWA
COL,GGG,058,300,MWA
COL,GGG,058,400,DEO
COL,GGG,058,500,TTP
COL,GGG,058,600,MWA
COL,GGG,059,100,GLW
COL,GGG,059,200,TTP
COL,GGG,059,300,MWA
COL,GGG,059,400,TTP
COL,GGG,059,500,TTP
COL,GGG,059,600,TTP
COL,GGG,060,100,TTP
COL,GGG,060,200,MWA
COL,GGG,060,300,TB
COL,GGG,060,400,MWA
COL,GGG,060,500,TTP
COL,GGG,060,600,TTP
COL,GGG,061,100,TTP
COL,GGG,061,200,TB
COL,GGG,061,300,BSO
COL,GGG,061,400,TTP
COL,GGG,061,500,TTP
COL,GGG,061,600,TTP
COL,GGG,062,100,TTP
COL,GGG,062,200,
COL,GGG,062,300,TTP
COL,GGG,062,400,
COL,GGG,062,500,TTP
COL,GGG,062,600,TTP
COL,GGG,063,100,TTP
COL,GGG,063,200,TTP
COL,GGG,063,300,
COL,GGG,063,400,TB
COL,GGG,063,500,TB
COL,GGG,063,600,TB
COL,GGG,064,100,TTP
COL,GGG,064,200,
COL,GGG,064,300,DEO
COL,GGG,064,400,TTP
COL,GGG,064,500,DEO
COL,GGG,064,600,TB
COL,GGG,065,100,TTP
COL,GGG,065,200,TTP
COL,GGG,065,300,TB
COL,GGG,065,400,TTP
COL,GGG,065,500,DEO
COL,GGG,065,600,
COL,GGG,066,100,DEO
COL,GGG,066,200,TTP
COL,GGG,066,300,TB
COL,GGG,066,400,MWA
COL,GGG,066,500,TTP
COL,GGG,066,600,TB
COL,GGG,067,100,DEO
COL,GGG,067,200,BSO
COL,GGG,067,300,TTP
COL,GGG,067,400,BSO
COL,GGG,067,500,TB
COL,GGG,067,600,TTP
COL,GGG,068,100,TTP
COL,GGG,068,200,
COL,GGG,068,300,TB
COL,GGG,068,400,TTP
COL,GGG,068,500,MWA
COL,GGG,068,600,TTP
COL,GGG,069,100,TTP
COL,GGG,069,200,TB
COL,GGG,069,300,TB
COL,GGG,069,400,MWA
COL,GGG,069,500,TTP
COL,GGG,069,600,TB
COL,GGG,070,100,TTP
COL,GGG,070,200,TB
COL,GGG,070,300,TTP
COL,GGG,070,400,MWA
COL,GGG,070,500,TTP
COL,GGG,070,600,MWA
COL,GGG,071,100,TTP
COL,GGG,071,200,
COL,GGG,071,300,TTP
COL,GGG,071,400,TB
COL,GGG,071,500,TB
COL,GGG,071,600,TTP
COL,GGG,072,100,TTP
COL,GGG,072,200,TTP
COL,GGG,072,300,DEO
COL,GGG,072,400,TB
COL,GGG,072,500,TTP
COL,GGG,072,600,TB
COL,GGG,073,100,TTP
COL,GGG,073,200,TTP
COL,GGG,073,300,TTP
COL,GGG,073,400,DEO
COL,GGG,073,500,TB
COL,GGG,073,600,TTP
COL,GGG,074,100,TTP
COL,GGG,074,200,DEO
COL,GGG,074,300,TB
COL,GGG,074,400,TB
COL,GGG,074,500,TB
COL,GGG,074,600,TB
COL,GGG,075,100,TTP
COL,GGG,075,200,TB
COL,GGG,075,300,INT
COL,GGG,075,400,TTP
COL,GGG,075,500,DEO
COL,GGG,075,600,TTP
COL,GGG,076,100,MWA
COL,GGG,076,200,TTP
COL,GGG,076,300,LHW
COL,GGG,076,400,
COL,GGG,076,500,TTP
COL,GGG,076,600,TTP
COL,GGG,077,100,TTP
COL,GGG,077,200,TTP
COL,GGG,077,300,TTP
COL,GGG,077,400,TB
COL,GGG,077,500,TTP
COL,GGG,077,600,001
COL,GGG,078,100,MWA
COL,GGG,078,200,TTP
COL,GGG,078,300,TB
COL,GGG,078,400,TB
COL,GGG,078,500,
COL,GGG,078,600,TTP
COL,GGG,079,100,TTP
COL,GGG,079,200,TTP
COL,GGG,079,300,ICA
COL,GGG,079,400,TB
COL,GGG,079,500,TB
COL,GGG,079,600,TB
COL,GGG,080,100,TTP
COL,GGG,080,200,TTP
COL,GGG,080,300,BSO
COL,GGG,080,400,TTP
COL,GGG,080,500,TTP
COL,GGG,080,600,TTP
COL,GGG,081,100,TTP
COL,GGG,081,200,TTP
COL,GGG,081,300,BSO
COL,GGG,081,400,TTP
COL,GGG,081,500,
COL,GGG,081,600,BSO
COL,GGG,082,100,TTP
COL,GGG,082,200,TB
COL,GGG,082,300,BSO
COL,GGG,082,400,001
COL,GGG,082,500,TTP
COL,GGG,082,600,TTP
COL,GGG,083,100,TTP
COL,GGG,083,200,001
COL,GGG,083,300,TTP
COL,GGG,083,400,TTP
COL,GGG,083,500,TTP
COL,GGG,083,600,TB
COL,GGG,084,100,
COL,GGG,084,200,DEO
COL,GGG,084,300,BSO
COL,GGG,084,400,DEO
COL,GGG,084,500,TB
COL,GGG,084,600,MWA
COL,GGG,085,100,TTP
COL,GGG,085,200,
COL,GGG,085,300,MWA
COL,GGG,085,400,MWA
COL,GGG,085,500,DEO
COL,GGG,085,600,TTP
COL,GGG,086,100,TTP
COL,GGG,086,200,MWA
COL,GGG,086,300,TTP
COL,GGG,086,400,TTP
COL,GGG,086,500,TTP
COL,GGG,086,600,TB
COL,HHH,001,100,TTP
COL,HHH,001,200,TTP
COL,HHH,001,300,TTP
COL,HHH,001,400,TB
COL,HHH,001,500,TTP
COL,HHH,001,600,TB
COL,HHH,002,100,TB
COL,HHH,002,200,001
COL,HHH,002,300,TTP
COL,HHH,002,400,DEO
COL,HHH,002,500,TTP
COL,HHH,002,600,TTP
COL,HHH,003,100,TTP
COL,HHH,003,200,TTP
COL,HHH,003,300,TTP
COL,HHH,003,400,TTP
COL,HHH,003,500,TTP
COL,HHH,003,600,TB
COL,HHH,004,100,TTP
COL,HHH,004,200,TB
COL,HHH,004,300,TTP
COL,HHH,004,400,TTP
COL,HHH,004,500,TTP
COL,HHH,004,600,DEO
COL,HHH,005,100,DEO
COL,HHH,005,200,TTP
COL,HHH,005,300,TTP
COL,HHH,005,400,TTP
COL,HHH,005,500,DEO
COL,HHH,005,600,
COL,HHH,006,100,DEO
COL,HHH,006,200,TTP
COL,HHH,006,300,BSO
COL,HHH,006,400,DEO
COL,HHH,006,500,TTP
COL,HHH,006,600,TTP
COL,HHH,007,100,TTP
COL,HHH,007,200,TB
COL,HHH,007,300,
COL,HHH,007,400,MWA
COL,HHH,007,500,TTP
COL,HHH,007,600,TTP
COL,HHH,008,100,TTP
COL,HHH,008,200,TTP
COL,HHH,008,300,
COL,HHH,008,400,TTP
COL,HHH,008,500,TTP
COL,HHH,008,600,TTP
COL,HHH,009,100,DEO
COL,HHH,009,200,MWA
COL,HHH,009,300,
COL,HHH,009,400,DEO
COL,HHH,009,500,DEO
COL,HHH,009,600,DEO
COL,HHH,010,100,TTP
COL,HHH,010,200,TTP
COL,HHH,010,300,TTP
COL,HHH,010,400,TTP
COL,HHH,010,500,
COL,HHH,010,600,INT
COL,HHH,011,100,DEO
COL,HHH,011,200,TTP
COL,HHH,011,300,BSO
COL,HHH,011,400,TTP
COL,HHH,011,500,TTP
COL,HHH,011,600,TB
COL,HHH,012,100,DEO
COL,HHH,012,200,TTP
COL,HHH,012,300,TTP
COL,HHH,012,400,MWA
COL,HHH,012,500,BSO
COL,HHH,012,600,TB
COL,HHH,013,100,INT
COL,HHH,013,200,001
COL,HHH,013,300,TTP
COL,HHH,013,400,TTP
COL,HHH,013,500,MWA
COL,HHH,013,600,TTP
COL,HHH,014,100,TTP
COL,HHH,014,200,TB
COL,HHH,014,300,MWA
COL,HHH,014,400,TB
COL,HHH,014,500,TB
COL,HHH,014,600,TB
COL,HHH,015,100,TTP
COL,HHH,015,200,TTP
COL,HHH,015,300,TTP
COL,HHH,015,400,TTP
COL,HHH,015,500,TTP
COL,HHH,015,600,TTP
COL,HHH,016,100,TTP
COL,HHH,016,200,TTP
COL,HHH,016,300,DEO
COL,HHH,016,400,TTP
COL,HHH,016,500,TTP
COL,HHH,016,600,BSO
COL,HHH,017,100,INT
COL,HHH,017,200,TTP
COL,HHH,017,300,
COL,HHH,017,400,
COL,HHH,017,500,TTP
COL,HHH,018,100,TTP
COL,HHH,018,200,BSO
COL,HHH,018,300,TTP
COL,HHH,018,400,
COL,HHH,018,500,BSO
COL,HHH,019,100,TTP
COL,HHH,019,200,TTP
COL,HHH,019,300,TTP
COL,HHH,019,400,BSO
COL,HHH,019,500,BSO
COL,HHH,020,100,TTP
COL,HHH,020,200,TTP
COL,HHH,020,300,TTP
COL,HHH,020,400,TTP
COL,HHH,020,500,TTP
COL,HHH,021,100,DEO
COL,HHH,021,200,TB
COL,HHH,021,300,TTP
COL,HHH,021,400,
COL,HHH,021,500,TB
COL,HHH,022,100,DEO
COL,HHH,022,200,TTP
COL,HHH,022,300,TTP
COL,HHH,022,400,TTP
COL,HHH,022,500,TTP
COL,HHH,023,100,BSO
COL,HHH,023,200,
COL,HHH,023,300,BSO
COL,HHH,023,400,
COL,HHH,023,500,TB
COL,HHH,024,100,TTP
COL,HHH,024,200,TTP
COL,HHH,024,300,INT
COL,HHH,024,400,TB
COL,HHH,024,500,TTP
COL,HHH,025,100,DEO
COL,HHH,025,200,TTP
COL,HHH,025,300,INT
COL,HHH,025,400,TTP
COL,HHH,025,500,TB
COL,HHH,026,100,LHW
COL,HHH,026,200,INT
COL,HHH,026,300,TTP
COL,HHH,026,400,TTP
COL,HHH,026,500,DEO
COL,HHH,027,100,DEO
COL,HHH,027,200,TTP
COL,HHH,027,300,TTP
COL,HHH,027,400,BSO
COL,HHH,027,500,TB
COL,HHH,028,100,DEO
COL,HHH,028,200,TB
COL,HHH,028,300,DEO
COL,HHH,028,400,INT
COL,HHH,028,500,INT
COL,HHH,029,100,DEO
COL,HHH,029,200,BSO
COL,HHH,029,300,TTP
COL,HHH,029,400,TB
COL,HHH,029,500,001
COL,HHH,030,100,TTP
COL,HHH,030,200,INT
COL,HHH,030,300,TTP
COL,HHH,030,400,DEO
COL,HHH,030,500,TTP
COL,HHH,031,100,MWA
COL,HHH,031,200,MWA
COL,HHH,031,300,TB
COL,HHH,031,400,TB
COL,HHH,031,500,DEO
COL,HHH,032,100,TTP
COL,HHH,032,200,TB
COL,HHH,032,300,TB
COL,HHH,032,400,TTP
COL,HHH,032,500,TB
COL,HHH,033,100,DEO
COL,HHH,033,200,TTP
COL,HHH,033,300,TTP
COL,HHH,033,400,TB
COL,HHH,033,500,001
COL,HHH,034,100,TB
COL,HHH,034,200,TTP
COL,HHH,034,300,TTP
COL,HHH,034,400,INT
COL,HHH,034,500,TB
COL,HHH,035,100,INT
COL,HHH,035,200,TB
COL,HHH,035,300,TB
COL,HHH,035,400,TB
COL,HHH,035,500,TB
COL,HHH,036,100,ICA
COL,HHH,036,200,TTP
COL,HHH,036,300,TB
COL,HHH,036,400,TB
COL,HHH,036,500,TTP
COL,HHH,037,400,TB
COL,HHH,037,500,BSO
COL,HHH,037,600,TB
COL,HHH,038,400,TB
COL,HHH,038,500,TTP
COL,HHH,038,600,TTP
COL,HHH,039,400,TTP
COL,HHH,039,500,BSO
COL,HHH,039,600,MWA
COL,HHH,040,400,TTP
COL,HHH,040,500,TTP
COL,HHH,040,600,TTP
COL,HHH,041,400,TTP
COL,HHH,041,500,001
COL,HHH,041,600,TTP
COL,HHH,042,400,TTP
COL,HHH,042,500,001
COL,HHH,042,600,TTP
COL,HHH,043,100,TTP
COL,HHH,043,200,TTP
COL,HHH,043,300,TB
COL,HHH,043,400,TB
COL,HHH,043,500,TTP
COL,HHH,043,600,TTP
COL,HHH,044,100,DEO
COL,HHH,044,200,TB
COL,HHH,044,300,TTP
COL,HHH,044,400,TB
COL,HHH,044,500,TB
COL,HHH,044,600,TB
COL,HHH,045,100,TTP
COL,HHH,045,200,DEO
COL,HHH,045,300,TTP
COL,HHH,045,400,TTP
COL,HHH,045,500,TTP
COL,HHH,045,600,TB
COL,HHH,046,100,BSO
COL,HHH,046,200,TB
COL,HHH,046,300,
COL,HHH,046,400,TTP
COL,HHH,046,500,BSO
COL,HHH,046,600,TB
COL,HHH,047,100,001
COL,HHH,047,200,TTP
COL,HHH,047,300,TB
COL,HHH,047,400,MWA
COL,HHH,047,500,TTP
COL,HHH,047,600,TTP
COL,HHH,048,100,MWA
COL,HHH,048,200,TB
COL,HHH,048,300,TTP
COL,HHH,048,400,MWA
COL,HHH,048,500,TB
COL,HHH,048,600,MWA
COL,HHH,049,100,TTP
COL,HHH,049,200,BSO
COL,HHH,049,300,TB
COL,HHH,049,400,MWA
COL,HHH,049,500,INT
COL,HHH,049,600,BSO
COL,HHH,050,100,TTP
COL,HHH,050,200,
COL,HHH,050,300,TB
COL,HHH,050,400,TB
COL,HHH,050,500,TB
COL,HHH,050,600,TB
COL,HHH,051,100,TTP
COL,HHH,051,200,TTP
COL,HHH,051,300,BSO
COL,HHH,051,400,001
COL,HHH,051,500,TTP
COL,HHH,051,600,TB
COL,HHH,052,100,TB
COL,HHH,052,200,TTP
COL,HHH,052,300,TTP
COL,HHH,052,400,DEO
COL,HHH,052,500,MWA
COL,HHH,052,600,MWA
COL,HHH,053,100,BSO
COL,HHH,053,200,DEO
COL,HHH,053,300,TTP
COL,HHH,053,400,INT
COL,HHH,053,500,TTP
COL,HHH,053,600,TTP
COL,HHH,054,100,TTP
COL,HHH,054,200,TB
COL,HHH,054,300,TTP
COL,HHH,054,400,TTP
COL,HHH,054,500,DEO
COL,HHH,054,600,TTP
COL,HHH,055,100,DEO
COL,HHH,055,200,BSO
COL,HHH,055,300,DEO
COL,HHH,055,400,DEO
COL,HHH,055,500,
COL,HHH,055,600,MWA
COL,HHH,056,100,INT
COL,HHH,056,200,001
COL,HHH,056,300,TTP
COL,HHH,056,400,
COL,HHH,056,500,
COL,HHH,056,600,
COL,HHH,057,100,MWA
COL,HHH,057,200,TB
COL,HHH,057,300,MWA
COL,HHH,057,400,TB
COL,HHH,057,500,TB
COL,HHH,057,600,TB
COL,HHH,058,100,TB
COL,HHH,058,200,TB
COL,HHH,058,300,MWA
COL,HHH,058,400,TTP
COL,HHH,058,500,
COL,HHH,058,600,MWA
COL,HHH,059,100,TTP
COL,HHH,059,200,TB
COL,HHH,059,300,TB
COL,HHH,059,400,TB
COL,HHH,059,500,
COL,HHH,059,600,BSO
COL,HHH,060,100,TTP
COL,HHH,060,200,
COL,HHH,060,300,
COL,HHH,060,400,TB
COL,HHH,060,500,
COL,HHH,060,600,TB
COL,HHH,061,100,BSO
COL,HHH,061,200,TB
COL,HHH,061,300,MWA
COL,HHH,061,400,
COL,HHH,061,500,TTP
COL,HHH,061,600,MWA
COL,HHH,062,100,TTP
COL,HHH,062,200,TB
COL,HHH,062,300,TB
COL,HHH,062,400,TTP
COL,HHH,062,500,TB
COL,HHH,062,600,TB
COL,HHH,063,100,TB
COL,HHH,063,200,TB
COL,HHH,063,300,TB
COL,HHH,063,400,TB
COL,HHH,063,500,TB
COL,HHH,063,600,TTP
COL,HHH,064,100,MWA
COL,HHH,064,200,TTP
COL,HHH,064,300,TTP
COL,HHH,064,400,TTP
COL,HHH,064,500,TB
COL,HHH,064,600,TTP
COL,HHH,065,100,TTP
COL,HHH,065,200,TB
COL,HHH,065,300,TTP
COL,HHH,065,400,TTP
COL,HHH,065,500,TTP
COL,HHH,065,600,TTP
COL,HHH,066,100,TB
COL,HHH,066,200,TTP
COL,HHH,066,300,TTP
COL,HHH,066,400,TTP
COL,HHH,066,500,TTP
COL,HHH,066,600,MWA
COL,HHH,067,100,TTP
COL,HHH,067,200,TTP
COL,HHH,067,300,MWA
COL,HHH,067,400,TB
COL,HHH,067,500,TTP
COL,HHH,067,600,TTP
COL,HHH,068,100,TTP
COL,HHH,068,200,TTP
COL,HHH,068,300,BSO
COL,HHH,068,400,TTP
COL,HHH,068,500,TB
COL,HHH,068,600,TTP
COL,HHH,069,100,TTP
COL,HHH,069,200,TB
COL,HHH,069,300,TTP
COL,HHH,069,400,TTP
COL,HHH,069,500,
COL,HHH,069,600,TTP
COL,HHH,070,100,TTP
COL,HHH,070,200,BSO
COL,HHH,070,300,TTP
COL,HHH,070,400,BWA
COL,HHH,070,500,BWA
COL,HHH,070,600,TTP
COL,HHH,071,100,BSO
COL,HHH,071,200,BSO
COL,HHH,071,300,TTP
COL,HHH,071,400,TTP
COL,HHH,071,500,BSO
COL,HHH,071,600,TTP
COL,HHH,072,100,TTP
COL,HHH,072,200,TTP
COL,HHH,072,300,TTP
COL,HHH,072,400,TTP
COL,HHH,072,500,TTP
COL,HHH,072,600,TTP
COL,HHH,073,200,TTP
COL,HHH,073,300,TB
COL,HHH,073,400,TTP
COL,HHH,073,500,
COL,HHH,073,600,
COL,HHH,074,100,TTP
COL,HHH,074,200,TTP
COL,HHH,074,300,BSO
COL,HHH,074,400,TB
COL,HHH,074,500,
COL,HHH,074,600,TTP
COL,HHH,075,100,TTP
COL,HHH,075,200,TTP
COL,HHH,075,300,TB
COL,HHH,075,400,TTP
COL,HHH,075,500,001
COL,HHH,075,600,TB
COL,HHH,076,100,MWA
COL,HHH,076,200,TTP
COL,HHH,076,300,TTP
COL,HHH,076,400,TTP
COL,HHH,076,500,BSO
COL,HHH,076,600,MWA
COL,HHH,077,100,TTP
COL,HHH,077,200,TTP
COL,HHH,077,300,TB
COL,HHH,077,400,TTP
COL,HHH,077,500,INT
COL,HHH,077,600,TTP
COL,HHH,078,100,DEO
COL,HHH,078,200,TTP
COL,HHH,078,300,TB
COL,HHH,078,400,TTP
COL,HHH,078,500,TTP
COL,HHH,078,600,TB
COL,HHH,079,100,DEO
COL,HHH,079,200,TTP
COL,HHH,079,300,TB
COL,HHH,079,400,MWA
COL,HHH,079,500,MWA
COL,HHH,079,600,
COL,HHH,080,100,BWA
COL,HHH,080,200,TTP
COL,HHH,080,300,
COL,HHH,080,400,TB
COL,HHH,080,500,TTP
COL,HHH,080,600,TTP
COL,HHH,081,100,TTP
COL,HHH,081,200,
COL,HHH,081,300,TTP
COL,HHH,081,400,TTP
COL,HHH,081,500,TTP
COL,HHH,081,600,TTP
COL,HHH,082,100,TTP
COL,HHH,082,200,TTP
COL,HHH,082,300,
COL,HHH,082,400,TTP
COL,HHH,082,500,
COL,HHH,082,600,
COL,HHH,083,100,TTP
COL,HHH,083,200,
COL,HHH,083,300,MWA
COL,HHH,083,400,
COL,HHH,083,500,
COL,HHH,083,600,
